state,district,age_0_5,age_5_17,age_18_greater,total_enrol,child_enrol_share,bio_5_17,bio_17_plus,total_bio,demo_5_17,demo_17_plus,total_demo,total_updates,child_updates,child_update_share,child_gap,update_intensity
Tamil Nadu,Kancheepuram,9629.0,3354.0,67.0,13050.0,0.9948659003831417,120462.0,113457.0,233919.0,19692.0,121601.0,141293.0,375212.0,140154.0,0.373532829440423,-0.6213330709427187,28.751877394636015
Tamil Nadu,Kanchipuram,277.0,89.0,21.0,387.0,0.9457364341085271,1.0,8.0,9.0,0.0,8.0,8.0,17.0,1.0,0.058823529411764705,-0.8869129046967624,0.04392764857881137
Tamil Nadu,Kanniyakumari,2139.0,135.0,1.0,2275.0,0.9995604395604396,27515.0,41917.0,69432.0,6227.0,32451.0,38678.0,108110.0,33742.0,0.3121080381093331,-0.6874524014511065,47.52087912087912
Tamil Nadu,Kanyakumari,1896.0,92.0,17.0,2005.0,0.9915211970074813,21726.0,8022.0,29748.0,4020.0,16676.0,20696.0,50444.0,25746.0,0.5103877567203235,-0.48113344028715777,25.15910224438903
Tamil Nadu,Karur,3362.0,654.0,3.0,4019.0,0.999253545658124,27884.0,29923.0,57807.0,3590.0,23754.0,27344.0,85151.0,31474.0,0.36962572371434277,-0.6296278219437812,21.187111221696938
Tamil Nadu,Krishnagiri,4157.0,910.0,8.0,5075.0,0.998423645320197,73365.0,47438.0,120803.0,9282.0,52627.0,61909.0,182712.0,82647.0,0.4523348220149744,-0.5460888233052226,36.002364532019705
Tamil Nadu,Madurai,8875.0,1024.0,39.0,9938.0,0.996075669148722,100202.0,113596.0,213798.0,15130.0,90922.0,106052.0,319850.0,115332.0,0.36058152258871345,-0.6354941465600086,32.184544173878045
Tamil Nadu,Mayiladuthurai,437.0,64.0,1.0,502.0,0.99800796812749,3442.0,867.0,4309.0,470.0,3132.0,3602.0,7911.0,3912.0,0.4945013272658324,-0.5035066408616576,15.758964143426295
Tamil Nadu,Nagapattinam,3315.0,732.0,0.0,4047.0,1.0,35304.0,45373.0,80677.0,3961.0,34068.0,38029.0,118706.0,39265.0,0.33077519249237614,-0.6692248075076239,29.331850753644677
Tamil Nadu,Namakkal,4257.0,606.0,9.0,4872.0,0.9981527093596059,47020.0,73971.0,120991.0,9009.0,36807.0,45816.0,166807.0,56029.0,0.3358911796267543,-0.6622615297328516,34.23788998357964
Tamil Nadu,Namakkal   *,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
Tamil Nadu,Perambalur,1898.0,232.0,0.0,2130.0,1.0,25143.0,31894.0,57037.0,3307.0,12354.0,15661.0,72698.0,28450.0,0.3913450163690886,-0.6086549836309114,34.13051643192488
Tamil Nadu,Pudukkottai,5339.0,1670.0,36.0,7045.0,0.9948899929027679,52246.0,78060.0,130306.0,7347.0,44710.0,52057.0,182363.0,59593.0,0.3267822968474965,-0.6681076960552714,25.88545067423705
Tamil Nadu,Ramanathapuram,3318.0,644.0,43.0,4005.0,0.9892634207240949,45471.0,54948.0,100419.0,5157.0,33134.0,38291.0,138710.0,50628.0,0.36499170932160624,-0.6242717114024887,34.63420724094881
Tamil Nadu,Ranipet,97.0,13.0,1.0,111.0,0.990990990990991,423.0,214.0,637.0,190.0,1200.0,1390.0,2027.0,613.0,0.3024173655648742,-0.6885736254261168,18.26126126126126
Tamil Nadu,Salem,8417.0,1608.0,224.0,10249.0,0.9781442091911406,118161.0,122483.0,240644.0,15487.0,90884.0,106371.0,347015.0,133648.0,0.3851360892180453,-0.5930081199730953,33.85842521221583
Tamil Nadu,Sivaganga,3740.0,685.0,21.0,4446.0,0.99527665317139,43566.0,51624.0,95190.0,5391.0,28905.0,34296.0,129486.0,48957.0,0.37808720633890924,-0.6171894468324808,29.12415654520918
Tamil Nadu,Tenkasi,1150.0,118.0,0.0,1268.0,1.0,7560.0,2643.0,10203.0,1825.0,8195.0,10020.0,20223.0,9385.0,0.46407555753350144,-0.5359244424664986,15.948738170347003
Tamil Nadu,Thanjavur,5881.0,1471.0,20.0,7372.0,0.9972870320130223,71305.0,98262.0,169567.0,11625.0,65210.0,76835.0,246402.0,82930.0,0.3365638265923166,-0.6607232054207057,33.424036896364626
Tamil Nadu,The Nilgiris,1279.0,430.0,5.0,1714.0,0.9970828471411902,22599.0,21505.0,44104.0,2420.0,12853.0,15273.0,59377.0,25019.0,0.4213584384525995,-0.5757244086885906,34.64235705950992
Tamil Nadu,Theni,2908.0,563.0,2.0,3473.0,0.9994241289951051,38916.0,47806.0,86722.0,4918.0,33858.0,38776.0,125498.0,43834.0,0.349280466620982,-0.6501436623741231,36.1353296861503
Tamil Nadu,Thiruvallur,461.0,134.0,10.0,605.0,0.9834710743801653,939.0,1958.0,2897.0,104.0,1719.0,1823.0,4720.0,1043.0,0.22097457627118644,-0.7624964981089789,7.801652892561983
Tamil Nadu,Thiruvarur,3346.0,816.0,3.0,4165.0,0.999279711884754,36203.0,36596.0,72799.0,5041.0,32739.0,37780.0,110579.0,41244.0,0.37298221181236946,-0.6262975000723845,26.549579831932775
Tamil Nadu,Thoothukkudi,4439.0,877.0,3.0,5319.0,0.9994359842075579,70728.0,69133.0,139861.0,6827.0,37868.0,44695.0,184556.0,77555.0,0.42022475562972755,-0.5792112285778304,34.69749952998684
Tamil Nadu,Tiruchirappalli,8396.0,1531.0,5.0,9932.0,0.9994965767217077,71253.0,122317.0,193570.0,11294.0,62387.0,73681.0,267251.0,82547.0,0.3088744289076561,-0.6906221478140515,26.90807490938381
Tamil Nadu,Tirunelveli,8303.0,1370.0,2.0,9675.0,0.9997932816537468,97249.0,117524.0,214773.0,14714.0,65176.0,79890.0,294663.0,111963.0,0.3799696602559534,-0.6198236213977935,30.456124031007754
Tamil Nadu,Tirupathur,4.0,0.0,0.0,4.0,1.0,50.0,9.0,59.0,10.0,83.0,93.0,152.0,60.0,0.39473684210526316,-0.6052631578947368,38.0
Tamil Nadu,Tirupattur,944.0,102.0,2.0,1048.0,0.9980916030534351,8965.0,3146.0,12111.0,1189.0,8163.0,9352.0,21463.0,10154.0,0.47309323021012906,-0.5249983728433061,20.47996183206107
Tamil Nadu,Tiruppur,5078.0,1109.0,5.0,6192.0,0.9991925064599483,71207.0,77565.0,148772.0,12574.0,73372.0,85946.0,234718.0,83781.0,0.35694322548760643,-0.6422492809723419,37.906653746770026
Tamil Nadu,Tiruvallur,8712.0,2665.0,58.0,11435.0,0.994927853082641,125834.0,111959.0,237793.0,18319.0,130089.0,148408.0,386201.0,144153.0,0.3732590024365551,-0.6216688506460859,33.77358985570616
Tamil Nadu,Tiruvannamalai,6556.0,677.0,33.0,7266.0,0.9954582989265071,82696.0,58759.0,141455.0,9251.0,55967.0,65218.0,206673.0,91947.0,0.4448912049469452,-0.5505670939795619,28.443848059454997
Tamil Nadu,Tiruvarur,1.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,2.0,2.0,5.0,0.0,0.0,-1.0,5.0
Tamil Nadu,Tuticorin,1.0,1.0,0.0,2.0,1.0,1.0,5.0,6.0,0.0,4.0,4.0,10.0,1.0,0.1,-0.9,5.0
Tamil Nadu,Vellore,8271.0,1309.0,53.0,9633.0,0.9944980795183225,99121.0,92682.0,191803.0,11895.0,77505.0,89400.0,281203.0,111016.0,0.3947895292724473,-0.5997085502458752,29.191632928475034
Tamil Nadu,Villupuram,5854.0,915.0,3.0,6772.0,0.9995569994093325,85898.0,35363.0,121261.0,9988.0,29580.0,39568.0,160829.0,95886.0,0.5961984467975303,-0.4033585526118022,23.749113998818665
Tamil Nadu,Viluppuram,4341.0,781.0,0.0,5122.0,1.0,22410.0,63056.0,85466.0,2249.0,33539.0,35788.0,121254.0,24659.0,0.2033664868787834,-0.7966335131212166,23.673174541194847
Tamil Nadu,Virudhunagar,4769.0,627.0,11.0,5407.0,0.9979656001479563,59765.0,61529.0,121294.0,8761.0,48681.0,57442.0,178736.0,68526.0,0.383392265687942,-0.6145733344600144,33.05640835953394
Tamilnadu,Chennai,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Telangana,Adilabad,2517.0,467.0,3.0,2987.0,0.9989956478071644,44923.0,35360.0,80283.0,6413.0,39597.0,46010.0,126293.0,51336.0,0.4064833363686032,-0.5925123114385613,42.28088382992969
Telangana,Bhadradri Kothagudem,2490.0,682.0,39.0,3211.0,0.9878542510121457,11882.0,9721.0,21603.0,5559.0,28170.0,33729.0,55332.0,17441.0,0.3152063905154341,-0.6726478604967117,17.23201494861414
Telangana,Hanumakonda,916.0,109.0,5.0,1030.0,0.9951456310679612,1831.0,7186.0,9017.0,1914.0,17061.0,18975.0,27992.0,3745.0,0.13378822520720204,-0.8613574058607592,27.176699029126212
Telangana,Hyderabad,19721.0,5600.0,669.0,25990.0,0.9742593305117353,133421.0,95120.0,228541.0,31935.0,184522.0,216457.0,444998.0,165356.0,0.3715881869131996,-0.6026711435985357,17.121893035782993
Telangana,Jagitial,1488.0,98.0,9.0,1595.0,0.9943573667711598,6634.0,4111.0,10745.0,1965.0,14334.0,16299.0,27044.0,8599.0,0.3179633190356456,-0.6763940477355141,16.955485893416927
Telangana,Jangaon,66.0,15.0,0.0,81.0,1.0,128.0,152.0,280.0,93.0,709.0,802.0,1082.0,221.0,0.20425138632162662,-0.7957486136783734,13.358024691358025
Telangana,Jangoan,892.0,130.0,0.0,1022.0,1.0,3951.0,3328.0,7279.0,1561.0,15339.0,16900.0,24179.0,5512.0,0.2279664171388395,-0.7720335828611605,23.658512720156555
Telangana,Jayashankar Bhupalpally,670.0,173.0,4.0,847.0,0.9952774498229043,2077.0,2491.0,4568.0,1380.0,14881.0,16261.0,20829.0,3457.0,0.16597052186854866,-0.8293069279543557,24.591499409681226
Telangana,Jogulamba Gadwal,1543.0,299.0,2.0,1844.0,0.9989154013015185,6006.0,5324.0,11330.0,6843.0,26733.0,33576.0,44906.0,12849.0,0.2861310292611232,-0.7127843720403952,24.352494577006507
Telangana,K.v. Rangareddy,13564.0,3681.0,164.0,17409.0,0.9905795852719858,122856.0,125725.0,248581.0,31619.0,165711.0,197330.0,445911.0,154475.0,0.34642563202073956,-0.6441539532512461,25.613820437704636
Telangana,Kamareddy,1862.0,144.0,2.0,2008.0,0.999003984063745,7963.0,7278.0,15241.0,3541.0,20904.0,24445.0,39686.0,11504.0,0.2898755228544071,-0.7091284612093379,19.76394422310757
Telangana,Karimnagar,5115.0,686.0,7.0,5808.0,0.9987947658402204,68569.0,67307.0,135876.0,9393.0,68602.0,77995.0,213871.0,77962.0,0.3645281501465837,-0.6342666156936367,36.823519283746556
Telangana,Khammam,2800.0,1079.0,9.0,3888.0,0.9976851851851852,44451.0,17719.0,62170.0,8152.0,45656.0,53808.0,115978.0,52603.0,0.4535601579609926,-0.5441250272241926,29.829732510288064
Telangana,Komaram Bheem,917.0,189.0,0.0,1106.0,1.0,4930.0,4747.0,9677.0,3729.0,23729.0,27458.0,37135.0,8659.0,0.23317624882186616,-0.7668237511781338,33.575949367088604
Telangana,Mahabubabad,1249.0,253.0,1.0,1503.0,0.9993346640053227,5922.0,4258.0,10180.0,2613.0,20797.0,23410.0,33590.0,8535.0,0.2540934802024412,-0.7452411838028814,22.34863606121091
Telangana,Mahabubnagar,7689.0,2463.0,16.0,10168.0,0.998426435877262,104613.0,90436.0,195049.0,22869.0,73557.0,96426.0,291475.0,127482.0,0.4373685564799726,-0.5610578793972893,28.665912667191186
Telangana,Mancherial,924.0,169.0,1.0,1094.0,0.9990859232175503,7258.0,5151.0,12409.0,3062.0,24061.0,27123.0,39532.0,10320.0,0.2610543357280178,-0.7380315874895325,36.13528336380256
Telangana,Medak,6158.0,1379.0,7.0,7544.0,0.9990721102863203,66461.0,60205.0,126666.0,8929.0,46040.0,54969.0,181635.0,75390.0,0.41506317614997107,-0.5840089341363492,24.076749734888654
Telangana,Medchal Malkajgiri,409.0,265.0,30.0,704.0,0.9573863636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9573863636363636,0.0
Telangana,Medchal-malkajgiri,3064.0,900.0,106.0,4070.0,0.9739557739557739,13800.0,16330.0,30130.0,13782.0,71470.0,85252.0,115382.0,27582.0,0.23904941845348496,-0.734906355502289,28.34938574938575
Telangana,Medchal?malkajgiri,1.0,1.0,0.0,2.0,1.0,490.0,366.0,856.0,89.0,261.0,350.0,1206.0,579.0,0.48009950248756217,-0.5199004975124378,603.0
Telangana,Medchalâmalkajgiri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Telangana,Medchal−malkajgiri,445.0,88.0,2.0,535.0,0.9962616822429906,3466.0,1147.0,4613.0,425.0,1252.0,1677.0,6290.0,3891.0,0.6186009538950715,-0.3776607283479191,11.757009345794392
Telangana,Mulugu,700.0,233.0,4.0,937.0,0.9957310565635006,2353.0,3034.0,5387.0,1318.0,10380.0,11698.0,17085.0,3671.0,0.21486684225929178,-0.7808642143042088,18.233724653148347
Telangana,Nagarkurnool,1077.0,282.0,2.0,1361.0,0.9985304922850845,7210.0,5244.0,12454.0,2811.0,17359.0,20170.0,32624.0,10021.0,0.30716650318783717,-0.6913639890972474,23.97060984570169
Telangana,Nalgonda,5405.0,1246.0,10.0,6661.0,0.998498723915328,80121.0,57868.0,137989.0,10853.0,66588.0,77441.0,215430.0,90974.0,0.42229030311470084,-0.5762084208006272,32.341990692088274
Telangana,Narayanpet,1082.0,224.0,4.0,1310.0,0.9969465648854962,2929.0,3358.0,6287.0,2346.0,14386.0,16732.0,23019.0,5275.0,0.22915852122159955,-0.7677880436638966,17.57175572519084
Telangana,Nirmal,1292.0,106.0,3.0,1401.0,0.9978586723768736,6240.0,7084.0,13324.0,4519.0,29327.0,33846.0,47170.0,10759.0,0.22808988764044943,-0.7697687847364242,33.66880799428979
Telangana,Nizamabad,5985.0,583.0,9.0,6577.0,0.9986315949521058,63114.0,54082.0,117196.0,11080.0,55895.0,66975.0,184171.0,74194.0,0.4028538695017131,-0.5957777254503928,28.002280675079824
Telangana,Peddapalli,513.0,72.0,3.0,588.0,0.9948979591836735,2370.0,4057.0,6427.0,919.0,9008.0,9927.0,16354.0,3289.0,0.20111287758346583,-0.7937850816002077,27.812925170068027
Telangana,Rajanna Sircilla,834.0,51.0,3.0,888.0,0.9966216216216216,4367.0,3718.0,8085.0,1426.0,9739.0,11165.0,19250.0,5793.0,0.30093506493506494,-0.6956865566865567,21.67792792792793
Telangana,Ranga Reddy,181.0,93.0,10.0,284.0,0.9647887323943662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9647887323943662,0.0
Telangana,Rangareddy,237.0,61.0,2.0,300.0,0.9933333333333333,878.0,1908.0,2786.0,734.0,4828.0,5562.0,8348.0,1612.0,0.19310014374700527,-0.800233189586328,27.826666666666668
Telangana,Sangareddy,2224.0,468.0,11.0,2703.0,0.9959304476507584,14012.0,8067.0,22079.0,6437.0,30851.0,37288.0,59367.0,20449.0,0.34445062071521215,-0.6514798269355463,21.963374028856826
Telangana,Siddipet,1701.0,174.0,1.0,1876.0,0.9994669509594882,10041.0,6168.0,16209.0,4466.0,31495.0,35961.0,52170.0,14507.0,0.2780716887099866,-0.7213952622495017,27.8091684434968
Telangana,Suryapet,1743.0,297.0,2.0,2042.0,0.9990205680705191,9015.0,11078.0,20093.0,4565.0,41224.0,45789.0,65882.0,13580.0,0.20612610424698705,-0.792894463823532,32.263467189030365
Telangana,Vikarabad,2085.0,506.0,2.0,2593.0,0.9992286926340147,7987.0,6236.0,14223.0,8873.0,51676.0,60549.0,74772.0,16860.0,0.22548547584657358,-0.7737432167874412,28.836097184728114
Telangana,Wanaparthy,1266.0,401.0,0.0,1667.0,1.0,4693.0,5281.0,9974.0,4167.0,21013.0,25180.0,35154.0,8860.0,0.25203390794788644,-0.7479660920521136,21.088182363527295
Telangana,Warangal,2462.0,490.0,0.0,2952.0,1.0,54305.0,37305.0,91610.0,5476.0,23625.0,29101.0,120711.0,59781.0,0.49524069885925887,-0.5047593011407412,40.891260162601625
Telangana,Warangal (urban),6.0,1.0,0.0,7.0,1.0,4.0,7.0,11.0,11.0,110.0,121.0,132.0,15.0,0.11363636363636363,-0.8863636363636364,18.857142857142858
Telangana,Warangal Rural,660.0,70.0,2.0,732.0,0.9972677595628415,3736.0,3433.0,7169.0,1082.0,16618.0,17700.0,24869.0,4818.0,0.19373517230286702,-0.8035325872599746,33.974043715846996
Telangana,Warangal Urban,585.0,72.0,6.0,663.0,0.9909502262443439,4643.0,3940.0,8583.0,1821.0,13757.0,15578.0,24161.0,6464.0,0.26753859525681883,-0.7234116309875251,36.44193061840121
Telangana,Yadadri.,1380.0,205.0,1.0,1586.0,0.9993694829760403,6847.0,5827.0,12674.0,3489.0,36383.0,39872.0,52546.0,10336.0,0.19670384044456285,-0.8026656425314775,33.131147540983605
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,548.0,141.0,27.0,716.0,0.9622905027932961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9622905027932961,0.0
Tripura,Dhalai,777.0,607.0,36.0,1420.0,0.9746478873239437,20943.0,14025.0,34968.0,1334.0,14091.0,15425.0,50393.0,22277.0,0.442065366221499,-0.5325825211024446,35.488028169014086
Tripura,Dhalai  *,28.0,4.0,0.0,32.0,1.0,197.0,450.0,647.0,14.0,378.0,392.0,1039.0,211.0,0.2030798845043311,-0.7969201154956689,32.46875
Tripura,Gomati,464.0,204.0,11.0,679.0,0.9837997054491899,11757.0,2945.0,14702.0,1461.0,8300.0,9761.0,24463.0,13218.0,0.5403262069247435,-0.4434734985244464,36.0279823269514
Tripura,Khowai,196.0,99.0,44.0,339.0,0.8702064896755162,7029.0,2137.0,9166.0,514.0,2997.0,3511.0,12677.0,7543.0,0.59501459335805,-0.2751918963174662,37.3952802359882
Tripura,North Tripura,1046.0,416.0,26.0,1488.0,0.9825268817204301,23177.0,24321.0,47498.0,1058.0,13873.0,14931.0,62429.0,24235.0,0.38820099633183297,-0.5943258853885971,41.95497311827957
Tripura,Sepahijala,1121.0,577.0,30.0,1728.0,0.9826388888888888,13756.0,5869.0,19625.0,1094.0,14231.0,15325.0,34950.0,14850.0,0.4248927038626609,-0.557746185026228,20.225694444444443
Tripura,South Tripura,1348.0,804.0,6.0,2158.0,0.9972196478220574,22883.0,34673.0,57556.0,2536.0,28143.0,30679.0,88235.0,25419.0,0.28808296027653424,-0.7091366875455232,40.88739573679333
Tripura,Unakoti,433.0,179.0,27.0,639.0,0.9577464788732394,11699.0,4034.0,15733.0,499.0,3144.0,3643.0,19376.0,12198.0,0.6295417010734929,-0.32820477779974644,30.322378716744915
Tripura,West Tripura,1963.0,764.0,75.0,2802.0,0.9732334047109208,36094.0,56166.0,92260.0,3281.0,41065.0,44346.0,136606.0,39375.0,0.2882377055180592,-0.6849956991928616,48.753033547466096
Uttar Pradesh,Agra,16314.0,12691.0,905.0,29910.0,0.9697425610163825,152308.0,82740.0,235048.0,18477.0,157476.0,175953.0,411001.0,170785.0,0.4155342687730687,-0.5542082922433138,13.741257104647275
Uttar Pradesh,Aligarh,13830.0,11776.0,586.0,26192.0,0.9776267562614539,144160.0,55340.0,199500.0,15788.0,170674.0,186462.0,385962.0,159948.0,0.41441385421362725,-0.5632129020478267,14.73587354917532
Uttar Pradesh,Allahabad,7254.0,5946.0,49.0,13249.0,0.9963016076685033,177827.0,81083.0,258910.0,18792.0,167503.0,186295.0,445205.0,196619.0,0.4416369986859986,-0.5546646089825047,33.60291342742848
Uttar Pradesh,Ambedkar Nagar,3856.0,4096.0,50.0,8002.0,0.9937515621094727,53320.0,33900.0,87220.0,8036.0,67720.0,75756.0,162976.0,61356.0,0.37647260946397015,-0.6172789526455025,20.366908272931767
Uttar Pradesh,Amethi,3890.0,3251.0,56.0,7197.0,0.9922189801306099,57942.0,35329.0,93271.0,7282.0,68998.0,76280.0,169551.0,65224.0,0.3846866134673343,-0.6075323666632757,23.5585660691955
Uttar Pradesh,Amroha,5605.0,2476.0,61.0,8142.0,0.9925079832964874,64902.0,27770.0,92672.0,7277.0,83025.0,90302.0,182974.0,72179.0,0.3944768109130259,-0.5980311723834615,22.472856791943013
Uttar Pradesh,Auraiya,2169.0,1547.0,17.0,3733.0,0.995446021966247,43638.0,19543.0,63181.0,5621.0,46178.0,51799.0,114980.0,49259.0,0.4284136371542877,-0.5670323848119593,30.800964371818914
Uttar Pradesh,Auraiya *,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Uttar Pradesh,Ayodhya,1027.0,634.0,32.0,1693.0,0.9810986414648553,3617.0,3774.0,7391.0,1751.0,13526.0,15277.0,22668.0,5368.0,0.23680959943532734,-0.744289042029528,13.389249852333137
Uttar Pradesh,Azamgarh,6717.0,13577.0,279.0,20573.0,0.9864385359451708,95316.0,78082.0,173398.0,17812.0,141977.0,159789.0,333187.0,113128.0,0.3395330550111499,-0.6469054809340209,16.195353132746803
Uttar Pradesh,Baghpat,3482.0,3203.0,154.0,6839.0,0.977482088024565,37736.0,20293.0,58029.0,5208.0,49700.0,54908.0,112937.0,42944.0,0.38024739456511153,-0.5972346934594535,16.513671589413658
Uttar Pradesh,Baghpat *,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,0.3333333333333333,0.3333333333333333,3.0
Uttar Pradesh,Bagpat,0.0,1.0,0.0,1.0,1.0,2.0,6.0,8.0,2.0,8.0,10.0,18.0,4.0,0.2222222222222222,-0.7777777777777778,18.0
Uttar Pradesh,Bahraich,14674.0,22360.0,2304.0,39338.0,0.9414306777162031,131149.0,49929.0,181078.0,10401.0,119296.0,129697.0,310775.0,141550.0,0.45547421768160246,-0.4859564600346007,7.900122019421425
Uttar Pradesh,Ballia,4079.0,5860.0,37.0,9976.0,0.9962910986367282,77756.0,55249.0,133005.0,12808.0,92140.0,104948.0,237953.0,90564.0,0.38059616815085334,-0.6156949304858748,23.852546110665596
Uttar Pradesh,Balrampur,4181.0,7907.0,236.0,12324.0,0.9808503732554366,66623.0,35489.0,102112.0,5318.0,72758.0,78076.0,180188.0,71941.0,0.39925522232335114,-0.5815951509320854,14.620902304446608
Uttar Pradesh,Banda,4825.0,5563.0,203.0,10591.0,0.9808327825512227,58396.0,34095.0,92491.0,5285.0,64150.0,69435.0,161926.0,63681.0,0.39327223546558304,-0.5875605470856398,15.289018978377868
Uttar Pradesh,Bara Banki,5776.0,3218.0,92.0,9086.0,0.9898745322474136,114423.0,50819.0,165242.0,8729.0,101238.0,109967.0,275209.0,123152.0,0.4474853656675472,-0.5423891665798664,30.289346246973366
Uttar Pradesh,Barabanki,1401.0,922.0,52.0,2375.0,0.9781052631578947,789.0,3435.0,4224.0,161.0,4799.0,4960.0,9184.0,950.0,0.10344076655052264,-0.874664496607372,3.8669473684210525
Uttar Pradesh,Bareilly,17187.0,10017.0,607.0,27811.0,0.9781741037718888,166397.0,68411.0,234808.0,21442.0,220300.0,241742.0,476550.0,187839.0,0.3941643059490085,-0.5840097978228804,17.135306173816115
Uttar Pradesh,Basti,4823.0,5216.0,80.0,10119.0,0.9920940804427315,69272.0,39929.0,109201.0,8964.0,75846.0,84810.0,194011.0,78236.0,0.403255485513708,-0.5888385949290236,19.17294199031525
Uttar Pradesh,Bhadohi,265.0,277.0,4.0,546.0,0.9926739926739927,3621.0,2919.0,6540.0,1463.0,10317.0,11780.0,18320.0,5084.0,0.2775109170305677,-0.7151630756434251,33.553113553113555
Uttar Pradesh,Bijnor,12935.0,3843.0,73.0,16851.0,0.9956679128835084,143040.0,74008.0,217048.0,17345.0,209514.0,226859.0,443907.0,160385.0,0.361303155841201,-0.6343647570423074,26.343065693430656
Uttar Pradesh,Budaun,7773.0,7407.0,349.0,15529.0,0.9775259192478588,77268.0,33050.0,110318.0,14396.0,156943.0,171339.0,281657.0,91664.0,0.32544548866174106,-0.6520804305861178,18.137484706033874
Uttar Pradesh,Bulandshahar,115.0,70.0,0.0,185.0,1.0,61.0,159.0,220.0,28.0,635.0,663.0,883.0,89.0,0.10079275198187995,-0.89920724801812,4.772972972972973
Uttar Pradesh,Bulandshahr,9155.0,7521.0,209.0,16885.0,0.9876221498371336,133979.0,46853.0,180832.0,18691.0,156066.0,174757.0,355589.0,152670.0,0.4293439898309565,-0.558278160006177,21.059461060112525
Uttar Pradesh,Chandauli,4405.0,4986.0,175.0,9566.0,0.9817060422329082,61634.0,28910.0,90544.0,10053.0,83550.0,93603.0,184147.0,71687.0,0.38929225021314495,-0.5924137920197633,19.25015680535229
Uttar Pradesh,Chandauli *,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.5,0.5,2.0
Uttar Pradesh,Chitrakoot,2951.0,2436.0,14.0,5401.0,0.997407887428254,42495.0,20237.0,62732.0,3931.0,40615.0,44546.0,107278.0,46426.0,0.43276347433770207,-0.5646444130905519,19.862618033697462
Uttar Pradesh,Chitrakoot *,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Uttar Pradesh,Deoria,4700.0,5443.0,114.0,10257.0,0.9888856390757531,78834.0,59779.0,138613.0,12422.0,96829.0,109251.0,247864.0,91256.0,0.3681696414162605,-0.6207159976594926,24.16535049234669
Uttar Pradesh,Etah,6760.0,4345.0,159.0,11264.0,0.9858842329545454,63551.0,23878.0,87429.0,6180.0,55711.0,61891.0,149320.0,69731.0,0.4669903562818109,-0.5188938766727345,13.256392045454545
Uttar Pradesh,Etawah,4173.0,2865.0,116.0,7154.0,0.9837852949398938,51467.0,27628.0,79095.0,6640.0,55440.0,62080.0,141175.0,58107.0,0.4115955374535151,-0.5721897574863786,19.733715403969807
Uttar Pradesh,Faizabad,4052.0,2871.0,3.0,6926.0,0.9995668495524112,65237.0,29679.0,94916.0,6794.0,63185.0,69979.0,164895.0,72031.0,0.4368294975590527,-0.5627373519933585,23.808114351718164
Uttar Pradesh,Farrukhabad,2844.0,2944.0,82.0,5870.0,0.98603066439523,55262.0,21934.0,77196.0,6288.0,63850.0,70138.0,147334.0,61550.0,0.41775829068646747,-0.5682723737087625,25.09948892674617
Uttar Pradesh,Fatehpur,6526.0,5582.0,225.0,12333.0,0.9817562636828022,71340.0,46574.0,117914.0,9425.0,97695.0,107120.0,225034.0,80765.0,0.35890132157807264,-0.6228549421047296,18.246493148463472
Uttar Pradesh,Firozabad,7250.0,4926.0,124.0,12300.0,0.9899186991869918,81603.0,32164.0,113767.0,11620.0,127581.0,139201.0,252968.0,93223.0,0.36851696657284716,-0.6214017326141447,20.56650406504065
Uttar Pradesh,Gautam Buddha Nagar,9002.0,9318.0,637.0,18957.0,0.9663976367568708,49113.0,40326.0,89439.0,15292.0,138699.0,153991.0,243430.0,64405.0,0.2645729778581112,-0.7018246588987597,12.841166851295036
Uttar Pradesh,Gautam Buddha Nagar *,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
Uttar Pradesh,Ghaziabad,11984.0,10693.0,393.0,23070.0,0.98296488946684,103385.0,88637.0,192022.0,20582.0,219179.0,239761.0,431783.0,123967.0,0.2871048651753311,-0.695860024291509,18.716211530125705
Uttar Pradesh,Ghazipur,4323.0,6894.0,71.0,11288.0,0.9937101346562721,91279.0,54413.0,145692.0,16498.0,111342.0,127840.0,273532.0,107777.0,0.39401971250164514,-0.599690422154627,24.23210489014883
